,model_name,precision,recall,f1_score,roc_auc,coverage,max_depth,learning_rate,n_estimators,subsample,colsample_bytree,Test_Year
59,XG Boost Classifier,0.5953488372093023,0.08216833095577745,0.14440614227514886,0.5165047444631445,0.07283197831978319,3,0.03,350,0.8,1.0,2024
60,XG Boost Classifier,0.5978126925446704,0.2934815486993345,0.39369040373300873,0.564342178497576,0.25467812169000825,3,0.03,350,1.0,0.8,2019
61,XG Boost Classifier,0.6286038914926857,0.28081974494004186,0.3882115603894395,0.5951584308598665,0.2660796614012546,3,0.03,350,1.0,0.8,2020
62,XG Boost Classifier,0.5780626181971003,0.18743612454861347,0.283082938876312,0.529440814423327,0.17934127223394633,3,0.03,350,1.0,0.8,2021
63,XG Boost Classifier,0.5095179233621755,0.2980477223427332,0.3760948905109489,0.5048591916709375,0.3048688574012662,3,0.03,350,1.0,0.8,2022
64,XG Boost Classifier,0.6974921630094044,0.10639569635385535,0.18462815060678353,0.5354954475706732,0.09659714599341383,3,0.03,350,1.0,0.8,2023
65,XG Boost Classifier,0.6443221610805403,0.09186875891583453,0.16080903926587178,0.519051569505197,0.07524089129780187,3,0.03,350,1.0,0.8,2024
66,XG Boost Classifier,0.5869677419354838,0.3439957652752571,0.43377515018594454,0.5629662930330496,0.30402887293554587,3,0.03,350,1.0,1.0,2019
67,XG Boost Classifier,0.635259217403588,0.28532453524522555,0.39378283712784584,0.5947931245500929,0.26751568286599653,3,0.03,350,1.0,1.0,2020
68,XG Boost Classifier,0.5787950063325493,0.21796007358452,0.31666996634329836,0.5245756124848749,0.20828308712692192,3,0.03,350,1.0,1.0,2021
69,XG Boost Classifier,0.5142221701978228,0.31764280549530005,0.392705493228445,0.505567965169011,0.32194000602954476,3,0.03,350,1.0,1.0,2022
70,XG Boost Classifier,0.6920052424639581,0.09468021518230724,0.16657027183342973,0.5350143898433142,0.08664218933343427,3,0.03,350,1.0,1.0,2023
71,XG Boost Classifier,0.6113847837985769,0.0796718972895863,0.14097305483687764,0.5160219336918842,0.0687669376693767,3,0.03,350,1.0,1.0,2024
72,XG Boost Classifier,0.5879544054220579,0.28864186327888686,0.38719821464800164,0.5640793760486762,0.25467812169000825,3,0.05,150,0.8,0.8,2019
73,XG Boost Classifier,0.6296715741789355,0.28221559545714103,0.3897480832420592,0.5978327437720423,0.2669488322878089,3,0.05,150,0.8,0.8,2020
74,XG Boost Classifier,0.5889990982867448,0.22252503917694352,0.3230145386213035,0.5260954234328719,0.20896141091347603,3,0.05,150,0.8,0.8,2021
75,XG Boost Classifier,0.492317880794702,0.26876355748373104,0.3477081384471469,0.5042094027235213,0.28451914380464277,3,0.05,150,0.8,0.8,2022
76,XG Boost Classifier,0.7048218029350105,0.10047818290496115,0.1758828145435522,0.5459285913857612,0.09027593777205799,3,0.05,150,0.8,0.8,2023
77,XG Boost Classifier,0.6190704360325826,0.09215406562054208,0.16042714347799095,0.5223550894095915,0.07855314664257754,3,0.05,150,0.8,0.8,2024
78,XG Boost Classifier,0.5846944151738672,0.3356775559588627,0.4264988470407379,0.5695676638186121,0.29783060688085994,3,0.05,150,0.8,1.0,2019
79,XG Boost Classifier,0.6287481511362109,0.29668168263435063,0.4031382015691008,0.5992135846656398,0.281044516665407,3,0.05,150,0.8,1.0,2020
80,XG Boost Classifier,0.5678463094034378,0.1913197519929141,0.2862093568443584,0.5203281249602316,0.18635061802833885,3,0.05,150,0.8,1.0,2021
81,XG Boost Classifier,0.5046059365404298,0.285177151120752,0.3644091287073824,0.5058375299717204,0.2945432619837202,3,0.05,150,0.8,1.0,2022
82,XG Boost Classifier,0.6953699697100822,0.09605499103407053,0.1687936557953889,0.5314762607839,0.08747492335061888,3,0.05,150,0.8,1.0,2023
83,XG Boost Classifier,0.6046931407942239,0.0716833095577746,0.12817242698635378,0.5176351483626697,0.06255645889792232,3,0.05,150,0.8,1.0,2024
84,XG Boost Classifier,0.5800053966540745,0.3250907441016334,0.41665051366543904,0.5653107714858809,0.2907692911223569,3,0.05,150,1.0,0.8,2019
85,XG Boost Classifier,0.6274014864675361,0.28386523697734917,0.39087890966276434,0.5872116608487254,0.26948076487038014,3,0.05,150,1.0,0.8,2020
86,XG Boost Classifier,0.5661466125240436,0.18048647543775975,0.2737135771853689,0.5219381633721563,0.17632649984926138,3,0.05,150,1.0,0.8,2021
87,XG Boost Classifier,0.4885887913571911,0.2616052060737527,0.3407581822462915,0.5083645925843474,0.2790548688574013,3,0.05,150,1.0,0.8,2022
88,XG Boost Classifier,0.71923828125,0.0880454273759713,0.15688571732878898,0.5267955995722807,0.07751996669063932,3,0.05,150,1.0,0.8,2023
89,XG Boost Classifier,0.655050206733609,0.07910128388017118,0.14115700375485266,0.5201760816211823,0.0637232761216501,3,0.05,150,1.0,0.8,2024
90,XG Boost Classifier,0.5950447350309704,0.3269056261343013,0.4219825272097223,0.5639340753878552,0.28500254991957946,3,0.05,150,1.0,1.0,2019
91,XG Boost Classifier,0.6352759009009009,0.28633969925766134,0.3947518040673519,0.5920749359855715,0.2684604338296425,3,0.05,150,1.0,1.0,2020
92,XG Boost Classifier,0.5659888357256778,0.1934319002520951,0.288325801046057,0.5196959581801895,0.18902622851974676,3,0.05,150,1.0,1.0,2021
93,XG Boost Classifier,0.5084597067301667,0.2933477946493131,0.37204823696639006,0.5050597249163148,0.30068586071751585,3,0.05,150,1.0,1.0,2022
94,XG Boost Classifier,0.7014150943396227,0.08888224745965331,0.15777188328912464,0.5350616270001839,0.0802452780196071,3,0.05,150,1.0,1.0,2023
95,XG Boost Classifier,0.6034188034188034,0.07553495007132667,0.1342630744849445,0.5166038332915726,0.06605691056910569,3,0.05,150,1.0,1.0,2024
96,XG Boost Classifier,0.5856664434025453,0.33061101028433154,0.42264005026825857,0.5588264617256958,0.2928484563179161,3,0.05,250,0.8,0.8,2019
97,XG Boost Classifier,0.6309734513274337,0.2714294778250111,0.3795749966727297,0.59953150527088,0.25621646134079057,3,0.05,250,0.8,0.8,2020
98,XG Boost Classifier,0.596650145274312,0.23785514750970907,0.3401208106001559,0.5293845217243195,0.22049291528489598,3,0.05,250,0.8,0.8,2021
