,model_name,precision,recall,f1_score,roc_auc,coverage,max_depth,learning_rate,n_estimators,subsample,colsample_bytree,Test_Year
25,XG Boost Classifier,0.614771296684851,0.2788528646659476,0.38367525098210387,0.5904516346796262,0.27016098556420526,3,0.03,250,0.8,0.8,2020
26,XG Boost Classifier,0.5667681600695955,0.17755672140083123,0.27040207522697796,0.5275048724238126,0.17327404280976785,3,0.03,250,0.8,0.8,2021
27,XG Boost Classifier,0.5012651484884805,0.27216196673897325,0.35278129246918793,0.5069510860156934,0.2829740729574917,3,0.03,250,0.8,0.8,2022
28,XG Boost Classifier,0.7115808014090709,0.09659294680215182,0.1700963107204884,0.5239880640581993,0.08596086150119232,3,0.03,250,0.8,0.8,2023
29,XG Boost Classifier,0.6179176755447942,0.09101283880171183,0.1586571339757538,0.5229951565162387,0.07772508280638361,3,0.03,250,0.8,0.8,2024
30,XG Boost Classifier,0.5838954468802698,0.31420145190562615,0.4085545722713865,0.5675082509544762,0.27915734965281863,3,0.03,250,0.8,1.0,2019
31,XG Boost Classifier,0.6322783943005891,0.2928113698369393,0.4002601908065915,0.5935456300647733,0.27582949134608115,3,0.03,250,0.8,1.0,2020
32,XG Boost Classifier,0.570655217472466,0.20828507188117462,0.3051811919736448,0.5232704411513119,0.20187669580946638,3,0.03,250,0.8,1.0,2021
33,XG Boost Classifier,0.49926470588235294,0.29457700650759217,0.3705320600272851,0.5020466899281475,0.30750678323786557,3,0.03,250,0.8,1.0,2022
34,XG Boost Classifier,0.6976744186046512,0.08248655110579797,0.1475304682488775,0.5352565165160089,0.07487035845414285,3,0.03,250,0.8,1.0,2023
35,XG Boost Classifier,0.6075870646766169,0.06968616262482168,0.12503199385717942,0.5176277360271792,0.06052393857271906,3,0.03,250,0.8,1.0,2024
36,XG Boost Classifier,0.5972153157633019,0.272459165154265,0.37420158903255957,0.5642814303012262,0.23667176650582558,3,0.03,250,1.0,0.8,2019
37,XG Boost Classifier,0.6243618831537152,0.2793604466721655,0.3860079779073335,0.5896821654266133,0.26649535182525885,3,0.03,250,1.0,0.8,2020
38,XG Boost Classifier,0.5681211041852182,0.1738774954009675,0.26626323751891073,0.5265689474132256,0.1692794694000603,3,0.03,250,1.0,0.8,2021
39,XG Boost Classifier,0.5031756318859365,0.2806941431670282,0.3603620329542817,0.5087957175793536,0.29073711184805545,3,0.03,250,1.0,0.8,2022
40,XG Boost Classifier,0.7078464106844741,0.1013747758517633,0.1773502039109066,0.525675791472228,0.0906923047806503,3,0.03,250,1.0,0.8,2023
41,XG Boost Classifier,0.6450549450549451,0.08373751783166905,0.14823232323232324,0.5187652822576427,0.06850346281240591,3,0.03,250,1.0,0.8,2024
42,XG Boost Classifier,0.5807165583068198,0.3174531155474894,0.41050212682736026,0.5653678517968151,0.28359028676787884,3,0.03,250,1.0,1.0,2019
43,XG Boost Classifier,0.6383246953354812,0.28913140029185963,0.3979912663755458,0.5901671455427309,0.2697830851787469,3,0.03,250,1.0,1.0,2020
44,XG Boost Classifier,0.5706608280254777,0.19533964706683926,0.29105121567433123,0.5221870336357725,0.18932770575821525,3,0.03,250,1.0,1.0,2021
45,XG Boost Classifier,0.5049130763416477,0.2898047722342733,0.3682469680264609,0.5069326793076279,0.2991407898703648,3,0.03,250,1.0,1.0,2022
46,XG Boost Classifier,0.6905231984205331,0.08362223550508069,0.1491789294092557,0.5322942156167385,0.07668723267345472,3,0.03,250,1.0,1.0,2023
47,XG Boost Classifier,0.618020304568528,0.06947218259629101,0.12490382149269043,0.5198297908357158,0.059319482083709726,3,0.03,250,1.0,1.0,2024
48,XG Boost Classifier,0.5837977436455076,0.3247882637628554,0.41737524901608275,0.5599644370460422,0.2886116668628143,3,0.03,350,0.8,0.8,2019
49,XG Boost Classifier,0.6207531143827859,0.27821838715817526,0.3842278203723987,0.5914616017989159,0.2669488322878089,3,0.03,350,0.8,0.8,2020
50,XG Boost Classifier,0.5779100800656949,0.19179668869660013,0.28800900347861674,0.5295190111757094,0.18356195357250527,3,0.03,350,0.8,0.8,2021
51,XG Boost Classifier,0.5152909000497266,0.29971077368040494,0.378988753771601,0.5060234607706928,0.30313536328007235,3,0.03,350,0.8,0.8,2022
52,XG Boost Classifier,0.7052091554853985,0.10681410639569636,0.18552740863787376,0.5290397130803863,0.09591581816117188,3,0.03,350,0.8,0.8,2023
53,XG Boost Classifier,0.6094548551959114,0.10206847360912981,0.17485337243401758,0.5232193199796092,0.08837699488105992,3,0.03,350,0.8,0.8,2024
54,XG Boost Classifier,0.5882505848713283,0.34225650332728375,0.4327373553877044,0.5654661018098469,0.3018320191440116,3,0.03,350,0.8,1.0,2019
55,XG Boost Classifier,0.6332213825916597,0.2871010722669881,0.39507574103985676,0.5928520004697541,0.27004761544856776,3,0.03,350,0.8,1.0,2020
56,XG Boost Classifier,0.5772664835164835,0.22906588539892347,0.3279840007804497,0.5254563536442711,0.21947542960506483,3,0.03,350,0.8,1.0,2021
57,XG Boost Classifier,0.509929906542056,0.3156182212581345,0.38990620812862886,0.49864165095737073,0.3225806451612903,3,0.03,350,0.8,1.0,2022
58,XG Boost Classifier,0.6944922547332186,0.09647340107591154,0.16941324656240161,0.5382846792262681,0.0879669934516825,3,0.03,350,0.8,1.0,2023
